INFO 2024-01-16 12:03:26,790 autoreload Watching for file changes with StatReloader
DEBUG 2024-01-16 12:03:26,866 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/base64.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,866 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/email/_header_value_parser.py first seen with mtime 1571063031.0
DEBUG 2024-01-16 12:03:26,866 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/models/fields/related_lookups.py first seen with mtime 1705385669.6822212
DEBUG 2024-01-16 12:03:26,866 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/backends/base/schema.py first seen with mtime 1705385669.5678332
DEBUG 2024-01-16 12:03:26,866 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/lib-dynload/grp.cpython-38-darwin.so first seen with mtime 1571063012.0
DEBUG 2024-01-16 12:03:26,866 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/views/generic/__init__.py first seen with mtime 1705385669.7205946
DEBUG 2024-01-16 12:03:26,867 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/models/sql/query.py first seen with mtime 1705385669.6841545
DEBUG 2024-01-16 12:03:26,867 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/staticfiles/management/commands/__init__.py first seen with mtime 1705385669.5109427
DEBUG 2024-01-16 12:03:26,867 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/messages/api.py first seen with mtime 1705385669.1228878
DEBUG 2024-01-16 12:03:26,867 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/core/files/storage/handler.py first seen with mtime 1705385669.5183978
DEBUG 2024-01-16 12:03:26,867 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/sites/requests.py first seen with mtime 1705385669.4059634
DEBUG 2024-01-16 12:03:26,867 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/reprlib.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,867 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/sites/__init__.py first seen with mtime 1705385669.4050198
DEBUG 2024-01-16 12:03:26,867 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/conf/urls/__init__.py first seen with mtime 1705385667.3775244
DEBUG 2024-01-16 12:03:26,867 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/sqlparse/engine/statement_splitter.py first seen with mtime 1705069386.760069
DEBUG 2024-01-16 12:03:26,867 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/asyncio/queues.py first seen with mtime 1571063030.0
DEBUG 2024-01-16 12:03:26,867 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/asyncio/__init__.py first seen with mtime 1571063030.0
DEBUG 2024-01-16 12:03:26,867 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/views/csrf.py first seen with mtime 1705385669.7183928
DEBUG 2024-01-16 12:03:26,867 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/middleware/cache.py first seen with mtime 1705385669.7026057
DEBUG 2024-01-16 12:03:26,867 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/socket.py first seen with mtime 1571063029.0
DEBUG 2024-01-16 12:03:26,867 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/migrations/operations/__init__.py first seen with mtime 1705385669.6334991
DEBUG 2024-01-16 12:03:26,867 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/asyncio/tasks.py first seen with mtime 1571063030.0
DEBUG 2024-01-16 12:03:26,867 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/utils/timesince.py first seen with mtime 1705385669.7164052
DEBUG 2024-01-16 12:03:26,867 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/forms/formsets.py first seen with mtime 1705385669.6854825
DEBUG 2024-01-16 12:03:26,867 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/admin/templatetags/__init__.py first seen with mtime 1705385668.067126
DEBUG 2024-01-16 12:03:26,867 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/hashlib.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,867 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/models/functions/math.py first seen with mtime 1705385669.6828778
DEBUG 2024-01-16 12:03:26,867 autoreload File /Volumes/Programming/BNY/Blog-master/blog/templatetags/__init__.py first seen with mtime 1622347591.0
DEBUG 2024-01-16 12:03:26,867 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/email/headerregistry.py first seen with mtime 1571063031.0
DEBUG 2024-01-16 12:03:26,867 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/multiprocessing/__init__.py first seen with mtime 1571063032.0
DEBUG 2024-01-16 12:03:26,867 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/sqlite3/__init__.py first seen with mtime 1571063031.0
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/admin/views/main.py first seen with mtime 1705385668.068204
DEBUG 2024-01-16 12:03:26,868 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/sqlite3/dbapi2.py first seen with mtime 1571063031.0
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/auth/hashers.py first seen with mtime 1705385668.1918564
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/models/base.py first seen with mtime 1705385669.6346657
DEBUG 2024-01-16 12:03:26,868 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/os.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,868 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/asyncio/runners.py first seen with mtime 1571063030.0
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/staticfiles/__init__.py first seen with mtime 1705385669.5095654
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/views/generic/edit.py first seen with mtime 1705385669.7212398
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/staticfiles/management/__init__.py first seen with mtime 1705385669.510822
DEBUG 2024-01-16 12:03:26,868 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/dis.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,868 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/heapq.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/migrations/utils.py first seen with mtime 1705385669.6332192
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/core/serializers/base.py first seen with mtime 1705385669.5638194
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/template/loader_tags.py first seen with mtime 1705385669.7056713
DEBUG 2024-01-16 12:03:26,868 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/copyreg.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/admin/helpers.py first seen with mtime 1705385667.3790855
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/templatetags/i18n.py first seen with mtime 1705385669.7082148
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/utils/asyncio.py first seen with mtime 1705385669.711472
DEBUG 2024-01-16 12:03:26,868 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/bz2.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,868 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/concurrent/futures/__init__.py first seen with mtime 1571063030.0
DEBUG 2024-01-16 12:03:26,868 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/glob.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,868 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/lib-dynload/_lzma.cpython-38-darwin.so first seen with mtime 1571063020.0
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/models/fields/reverse_related.py first seen with mtime 1705385669.682352
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/core/cache/backends/__init__.py first seen with mtime 1705385669.5133061
DEBUG 2024-01-16 12:03:26,868 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/datetime.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/messages/utils.py first seen with mtime 1705385669.1234884
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/backends/base/introspection.py first seen with mtime 1705385669.5673857
DEBUG 2024-01-16 12:03:26,868 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/lib-dynload/fcntl.cpython-38-darwin.so first seen with mtime 1571063012.0
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/sqlparse/__init__.py first seen with mtime 1705069386.755775
DEBUG 2024-01-16 12:03:26,868 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/typing.py first seen with mtime 1571063029.0
DEBUG 2024-01-16 12:03:26,868 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site.py first seen with mtime 1571063029.0
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/auth/tokens.py first seen with mtime 1705385668.1927218
DEBUG 2024-01-16 12:03:26,868 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/models/fields/mixins.py first seen with mtime 1705385669.6815712
DEBUG 2024-01-16 12:03:26,868 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/copy.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/asyncio/base_subprocess.py first seen with mtime 1571063030.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/config.py first seen with mtime 1571063031.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/backports/zoneinfo/_common.py first seen with mtime 1705385665.878228
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/auth/validators.py first seen with mtime 1705385668.192991
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/struct.py first seen with mtime 1571063029.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/importlib/util.py first seen with mtime 1571063030.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/sqlparse/filters/reindent.py first seen with mtime 1705069386.761569
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/core/cache/backends/filebased.py first seen with mtime 1705385669.5138752
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/template/loaders/base.py first seen with mtime 1705385669.7073493
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/humanize/__init__.py first seen with mtime 1705385668.9724696
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/getpass.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/core/checks/async_checks.py first seen with mtime 1705385669.5145605
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/email/generator.py first seen with mtime 1571063031.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/utils/regex_helper.py first seen with mtime 1705385669.7156599
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/models/fields/proxy.py first seen with mtime 1705385669.6816843
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/hmac.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/contextvars.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/backends/sqlite3/base.py first seen with mtime 1705385669.6298897
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/random.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/template/base.py first seen with mtime 1705385669.704225
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/lib-dynload/select.cpython-38-darwin.so first seen with mtime 1571063012.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/core/checks/caches.py first seen with mtime 1705385669.5146947
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/importlib/__init__.py first seen with mtime 1571063030.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/dispatch/__init__.py first seen with mtime 1705385669.6845548
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/email/__init__.py first seen with mtime 1571063031.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/email/encoders.py first seen with mtime 1571063031.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/encodings/__init__.py first seen with mtime 1571063030.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/backports/__init__.py first seen with mtime 1705385665.8777928
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/template/backends/base.py first seen with mtime 1705385669.7063835
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/codecs.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/genericpath.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/core/serializers/python.py first seen with mtime 1705385669.564323
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/models/expressions.py first seen with mtime 1705385669.679528
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/models/lookups.py first seen with mtime 1705385669.6798484
DEBUG 2024-01-16 12:03:26,869 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/lib-dynload/_json.cpython-38-darwin.so first seen with mtime 1571063011.0
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/models/aggregates.py first seen with mtime 1705385669.634389
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/core/checks/database.py first seen with mtime 1705385669.5148168
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/utils/decorators.py first seen with mtime 1705385669.7130423
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/sqlparse/engine/__init__.py first seen with mtime 1705069386.759229
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/core/signals.py first seen with mtime 1705385669.5124967
DEBUG 2024-01-16 12:03:26,869 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/models/sql/constants.py first seen with mtime 1705385669.6837502
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/template/utils.py first seen with mtime 1705385669.706097
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/models/functions/text.py first seen with mtime 1705385669.6831186
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/encodings/latin_1.py first seen with mtime 1571063031.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/views/defaults.py first seen with mtime 1705385669.7187426
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/core/mail/utils.py first seen with mtime 1705385669.5198646
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/fractions.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/core/files/__init__.py first seen with mtime 1705385669.516633
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/asyncio/staggered.py first seen with mtime 1571063030.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/urls/exceptions.py first seen with mtime 1705385669.7105129
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/email/iterators.py first seen with mtime 1571063031.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/stat.py first seen with mtime 1571063029.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/html/__init__.py first seen with mtime 1571063031.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/sessions/apps.py first seen with mtime 1705385669.3415446
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/core/checks/urls.py first seen with mtime 1705385669.5157204
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/models/functions/datetime.py first seen with mtime 1705385669.6827495
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/wsgiref/headers.py first seen with mtime 1571063031.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/asyncio/subprocess.py first seen with mtime 1571063030.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/forms/boundfield.py first seen with mtime 1705385669.6850297
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/core/checks/security/base.py first seen with mtime 1705385669.5162292
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/template/loaders/filesystem.py first seen with mtime 1705385669.7076192
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog-master/home/__init__.py first seen with mtime 1622347591.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/asyncio/base_tasks.py first seen with mtime 1571063030.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/lib-dynload/_queue.cpython-38-darwin.so first seen with mtime 1571063012.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog-master/blog/__init__.py first seen with mtime 1622347591.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/conf/__init__.py first seen with mtime 1705385666.8455663
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/utils/text.py first seen with mtime 1705385669.7162237
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/template/defaulttags.py first seen with mtime 1705385669.7049432
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/lzma.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/email/quoprimime.py first seen with mtime 1571063031.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/core/cache/__init__.py first seen with mtime 1705385669.5130649
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/lib-dynload/_ssl.cpython-38-darwin.so first seen with mtime 1571063016.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/encodings/utf_8.py first seen with mtime 1571063031.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/handlers.py first seen with mtime 1571063031.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog-master/Technicalamster/urls.py first seen with mtime 1622347591.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/sqlparse/engine/grouping.py first seen with mtime 1705069386.759861
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/models/functions/window.py first seen with mtime 1705385669.6832366
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/operator.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/numbers.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/utils/translation/trans_real.py first seen with mtime 1705385669.7180505
DEBUG 2024-01-16 12:03:26,870 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/models/sql/datastructures.py first seen with mtime 1705385669.6838822
DEBUG 2024-01-16 12:03:26,871 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/admin/__init__.py first seen with mtime 1705385667.3780673
DEBUG 2024-01-16 12:03:26,871 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/sqlparse/filters/__init__.py first seen with mtime 1705069386.760313
DEBUG 2024-01-16 12:03:26,871 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/pickle.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,871 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/lib-dynload/_decimal.cpython-38-darwin.so first seen with mtime 1571063026.0
DEBUG 2024-01-16 12:03:26,871 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/string.py first seen with mtime 1571063029.0
DEBUG 2024-01-16 12:03:26,871 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/core/handlers/__init__.py first seen with mtime 1705385669.5188015
DEBUG 2024-01-16 12:03:26,871 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/re.py first seen with mtime 1571063028.0
DEBUG 2024-01-16 12:03:26,871 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/lib-dynload/_bz2.cpython-38-darwin.so first seen with mtime 1571063019.0
DEBUG 2024-01-16 12:03:26,871 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/sqlparse/filters/tokens.py first seen with mtime 1705069386.761964
DEBUG 2024-01-16 12:03:26,871 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/urllib/__init__.py first seen with mtime 1571063031.0
DEBUG 2024-01-16 12:03:26,871 autoreload File /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/lib-dynload/array.cpython-38-darwin.so first seen with mtime 1571063008.0
DEBUG 2024-01-16 12:03:26,871 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/contrib/auth/backends.py first seen with mtime 1705385668.1908417
DEBUG 2024-01-16 12:03:26,871 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/core/files/images.py first seen with mtime 1705385669.5169497
DEBUG 2024-01-16 12:03:26,871 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/backends/ddl_references.py first seen with mtime 1705385669.5660288
DEBUG 2024-01-16 12:03:26,871 autoreload File /Volumes/Programming/BNY/Blog/.venv/lib/python3.8/site-packages/django/db/models/signals.py first seen with mtime 1705385669.6807125
